#,Time of Day,Thread,Module,API,Return Value,Error,Duration
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7a290000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7a290000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7a290000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7a290000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7a290000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000018
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7a290000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7a290000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7a290000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7a290000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7a290000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7a290000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7a290000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7a290000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7a290000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000003
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7a290000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000031
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7a290000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000004
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7a290000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000004
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7a290000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000007
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7a290000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000003
00:00.0,53:36.8,1,apphelp.dll,RtlAcquireSRWLockExclusive ( 0x0000000000138030 ),,,0.0000002
00:00.0,53:36.8,1,apphelp.dll,RtlReleaseSRWLockExclusive ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000005
00:00.0,53:36.8,1,apphelp.dll,RtlTryEnterCriticalSection ( 0x00007fff77b31ec0 ),TRUE,,0.0000015
00:00.0,53:36.8,1,apphelp.dll,RtlAcquireSRWLockExclusive ( 0x0000000000138030 ),,,0.0000002
00:00.0,53:36.8,1,apphelp.dll,"RtlDosPathNameToNtPathName_U ( ""C:\WINDOWS\System32\cryptsp.dll"", 0x000000000008f4c0, NULL, NULL )",TRUE,,0.0000094
00:00.0,53:36.8,1,apphelp.dll,"NtOpenFile ( 0x000000000008f4b0, READ_CONTROL, 0x000000000008f4e0, 0x000000000008f4d0, FILE_SHARE_DELETE | FILE_SHARE_READ, 0 )",STATUS_SUCCESS,,0.0006351
00:00.0,53:36.8,1,apphelp.dll,"NtQuerySecurityObject ( 0x000000000000015c, OWNER_SECURITY_INFORMATION, NULL, 0, 0x000000000008f558 )",STATUS_BUFFER_TOO_SMALL,0xc0000023 = {Buffer Too Small} The buffer is too small to contain the entry. No information has been written to the buffer. ,0.0000179
00:00.0,53:36.8,1,apphelp.dll,"RtlAllocateHeap ( 0x0000000000130000, HEAP_ZERO_MEMORY, 52 )",0x00000000004f3b30,,0.0000071
00:00.0,53:36.8,1,apphelp.dll,"NtQuerySecurityObject ( 0x000000000000015c, OWNER_SECURITY_INFORMATION, 0x00000000004f3b30, 52, 0x000000000008f558 )",STATUS_SUCCESS,,0.0000028
00:00.0,53:36.8,1,apphelp.dll,"RtlGetOwnerSecurityDescriptor ( 0x00000000004f3b30, 0x000000000008f4b8, 0x000000000008f540 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,1,apphelp.dll,"RtlEqualSid ( 0x00000000004f3b44, 0x0000000000133980 )",TRUE,,0.0000009
00:00.0,53:36.8,1,apphelp.dll,RtlFreeUnicodeString ( 0x000000000008f4c0 ),,,0.0000058
00:00.0,53:36.8,1,apphelp.dll,NtClose ( 0x000000000000015c ),STATUS_SUCCESS,,0.000049
00:00.0,53:36.8,1,apphelp.dll,"RtlFreeHeap ( 0x0000000000130000, 0, 0x00000000004f3b30 )",TRUE,,0.0000016
00:00.0,53:36.8,1,apphelp.dll,RtlReleaseSRWLockExclusive ( 0x0000000000138030 ),,,0.0000011
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d40000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000019
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d40000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000006
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d40000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d40000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d40000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d40000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d40000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d40000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000003
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d40000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000003
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d40000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000003
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d40000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d40000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000003
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d40000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000004
00:00.0,53:36.8,1,apphelp.dll,RtlAcquireSRWLockExclusive ( 0x0000000000138030 ),,,0.0000002
00:00.0,53:36.8,1,apphelp.dll,RtlReleaseSRWLockExclusive ( 0x0000000000138030 ),,,0.0000003
00:00.0,53:36.8,1,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,RtlTryEnterCriticalSection ( 0x00007fff77b31ec0 ),TRUE,,0.0000002
00:00.0,53:36.8,1,apphelp.dll,RtlAcquireSRWLockExclusive ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"RtlDosPathNameToNtPathName_U ( ""C:\WINDOWS\System32\shell32.dll"", 0x000000000008f4f0, NULL, NULL )",TRUE,,0.0000065
00:00.0,53:36.8,1,apphelp.dll,"NtOpenFile ( 0x000000000008f4e0, READ_CONTROL, 0x000000000008f510, 0x000000000008f500, FILE_SHARE_DELETE | FILE_SHARE_READ, 0 )",STATUS_SUCCESS,,0.0000811
00:00.0,53:36.8,1,apphelp.dll,"NtQuerySecurityObject ( 0x000000000000015c, OWNER_SECURITY_INFORMATION, NULL, 0, 0x000000000008f588 )",STATUS_BUFFER_TOO_SMALL,0xc0000023 = {Buffer Too Small} The buffer is too small to contain the entry. No information has been written to the buffer. ,0.0000069
00:00.0,53:36.8,1,apphelp.dll,"RtlAllocateHeap ( 0x0000000000130000, HEAP_ZERO_MEMORY, 52 )",0x00000000004f3b30,,0.0000013
00:00.0,53:36.8,1,apphelp.dll,"NtQuerySecurityObject ( 0x000000000000015c, OWNER_SECURITY_INFORMATION, 0x00000000004f3b30, 52, 0x000000000008f588 )",STATUS_SUCCESS,,0.0000022
00:00.0,53:36.8,1,apphelp.dll,"RtlGetOwnerSecurityDescriptor ( 0x00000000004f3b30, 0x000000000008f4e8, 0x000000000008f570 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,1,apphelp.dll,"RtlEqualSid ( 0x00000000004f3b44, 0x0000000000133980 )",TRUE,,0.0000004
00:00.0,53:36.8,1,apphelp.dll,RtlFreeUnicodeString ( 0x000000000008f4f0 ),,,0.0000022
00:00.0,53:36.8,1,apphelp.dll,NtClose ( 0x000000000000015c ),STATUS_SUCCESS,,0.0000239
00:00.0,53:36.8,1,apphelp.dll,"RtlFreeHeap ( 0x0000000000130000, 0, 0x00000000004f3b30 )",TRUE,,0.0000016
00:00.0,53:36.8,1,apphelp.dll,RtlReleaseSRWLockExclusive ( 0x0000000000138030 ),,,0.0000002
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000006
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000007
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000013
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7ba40000, 0x000000000008f618 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,RtlAcquireSRWLockExclusive ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,RtlReleaseSRWLockExclusive ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,KERNELBASE.dll,LdrDisableThreadCalloutsForDll ( 0x00007fff79d60000 ),STATUS_SUCCESS,,0.0000011
00:00.0,53:36.8,1,cfgmgr32.dll,"RtlInitUnicodeString ( 0x000000000008f0e0, ""\Device\DeviceApi\CMApi"" )",,,0.0000002
00:00.0,53:36.8,1,cfgmgr32.dll,"NtCreateFile ( 0x00007fff79da20b0, GENERIC_READ, 0x000000000008f100, 0x000000000008f0f0, NULL, 0, 0, FILE_OPEN, 0, NULL, 0 )",STATUS_SUCCESS,,0.0000135
00:00.0,53:36.8,1,cfgmgr32.dll,RtlGetVersion ( 0x00007fff79da26a0 ),STATUS_SUCCESS,,0.0000069
00:00.0,53:36.8,1,KERNELBASE.dll,LdrDisableThreadCalloutsForDll ( 0x00007fff7c3d0000 ),STATUS_SUCCESS,,0.0000004
00:00.0,53:36.8,1,KERNELBASE.dll,RtlAcquirePebLock (  ),,,0.0000002
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlFindClearBitsAndSet ( 0x00007fff7cb05340, 1, 0 )",3,,0.0000004
00:00.0,53:36.8,1,KERNELBASE.dll,RtlReleasePebLock (  ),,,0.0000003
00:00.0,53:36.8,1,KERNELBASE.dll,RtlAcquirePebLock (  ),,,0
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlFindClearBitsAndSet ( 0x00007fff7cb05340, 1, 0 )",5,,0.0000001
00:00.0,53:36.8,1,KERNELBASE.dll,RtlReleasePebLock (  ),,,0.0000001
00:00.0,53:36.8,1,KERNELBASE.dll,LdrDisableThreadCalloutsForDll ( 0x00007fff798a0000 ),STATUS_SUCCESS,,0.0000006
00:00.0,53:36.8,1,KERNELBASE.dll,LdrDisableThreadCalloutsForDll ( 0x00007fff798d0000 ),STATUS_SUCCESS,,0.0000004
00:00.0,53:36.8,1,powrprof.dll,RtlInitializeSRWLock ( 0x00007fff798ecbf0 ),,,0.0000001
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitializeCriticalSectionAndSpinCount ( 0x00007fff7a99d318, 4000 )",STATUS_SUCCESS,,0.0000003
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitUnicodeString ( 0x000000000008f100, ""api-ms-win-core-synch-l1-2-0.dll"" )",,,0.0000002
00:00.0,53:36.8,1,KERNELBASE.dll,"LdrGetDllHandle ( NULL, NULL, 0x000000000008f100, 0x000000000008f120 )",STATUS_SUCCESS,,0.0000028
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitString ( 0x000000000008f100, ""InitializeConditionVariable"" )",,,0.0000002
